serial_no,bid_no,S.No.,Seller Name,Offered Item,Total Price,Rank,Status,Winner
214,GEM/2025/B/6467549,1,GENERAL TRADING CORPORATION Under PMA,"Item Categories : mRNA isolation kit, compatible with cell lines and tissue samples,miRNeasy Kit for microRNA Purific",` 487005.00,L1,,
214,GEM/2025/B/6467549,2,NUMEX CHEMICAL CORPORATION (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : mRNA isolation kit, compatible with cell lines and tissue samples,miRNeasy Kit for microRNA Purific",` 954428.00,L2,,
214,GEM/2025/B/6467549,,,,,,,
216,GEM/2025/B/6477223,1,"LINK BIOTECH (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : RNAlater Stabilization Solution 100 mL,RevertAid First Strand cDNA Synthesis Kit,PCR master mixPowe",` 223821.19,L1,,
216,GEM/2025/B/6477223,,,,,,,
220,GEM/2025/B/6460013,1,VIKAS MEDICAL DEVICES Under PMA,Item Categories : CBNAAT MTB / RIF PCR Test Kit,` 4191264.00,L1,,
220,GEM/2025/B/6460013,,,,,,,
211,GEM/2025/B/6482087,1,Biolinkk (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : NUP62 E4Y5P Rabbit MAb 20 ul,NUP153 E3I6Z Rabbit MAb 20 ul,NUP210 E9A5G Rabbit MAb 20 ul,NUP133 Pol",` 215900.00,L1,,
211,GEM/2025/B/6482087,,,,,,,
218,GEM/2025/B/6465938,1,HIMA SREE ENTERPRISES Under PMA,"Item Categories : Bty 12V 7AH,RICHO MP 2001L Drum,RICHO MP 2001L Main Blade,RICHO MP 2001L PCR,RICHO MP 2001L Develop",` 13929.00,L1,,
218,GEM/2025/B/6465938,2,KEERTHI ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : Bty 12V 7AH,RICHO MP 2001L Drum,RICHO MP 2001L Main Blade,RICHO MP 2001L PCR,RICHO MP 2001L Develop",` 14018.00,L2,,
218,GEM/2025/B/6465938,3,LATHA ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : Bty 12V 7AH,RICHO MP 2001L Drum,RICHO MP 2001L Main Blade,RICHO MP 2001L PCR,RICHO MP 2001L Develop",` 14130.00,L3,,
218,GEM/2025/B/6465938,,,,,,,
213,GEM/2025/B/6480558,1,MEC ELEC INDUSTRIAL SERVICES PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,"Item Categories : Custom Bid for Services - STATUTORY INSPECTION, TESTING AND CERTIFICATION UNDER PESO FOR STORAGE TA",` 509760.00,L1,Qualified,
213,GEM/2025/B/6480558,2,K R BEDMUTHA TECHNO ASSOCIATES PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,"Item Categories : Custom Bid for Services - STATUTORY INSPECTION, TESTING AND CERTIFICATION UNDER PESO FOR STORAGE TA",` 538080.00,L2,Qualified,
213,GEM/2025/B/6480558,3,Delta Technica LLP ( MSE Social Category:General ) Under PMA,"Item Categories : Custom Bid for Services - STATUTORY INSPECTION, TESTING AND CERTIFICATION UNDER PESO FOR STORAGE TA",` 651360.00,L3,Qualified,
213,GEM/2025/B/6480558,4,PRECISION INSPECTION SERVICES / PRECISION INDUSTRIAL CORPORATION ( MSE Social Category:General ) Under PMA,"Item Categories : Custom Bid for Services - STATUTORY INSPECTION, TESTING AND CERTIFICATION UNDER PESO FOR STORAGE TA",` 750480.00,L4,Disqualified,
213,GEM/2025/B/6480558,5,QMS INDIA LIMITED ( MSE Social Category:General ) Under PMA,"Item Categories : Custom Bid for Services - STATUTORY INSPECTION, TESTING AND CERTIFICATION UNDER PESO FOR STORAGE TA",` 1239000.00,L5,Disqualified,
213,GEM/2025/B/6480558,6,SAFETECHNO SERVICES ( MSE Social Category:General ) Under PMA,"Item Categories : Custom Bid for Services - STATUTORY INSPECTION, TESTING AND CERTIFICATION UNDER PESO FOR STORAGE TA",` 1862040.00,L6,Qualified,
217,GEM/2025/B/6451246,1,M/S TECHFLOW INDUSTRY Under PMA,"Item Categories : VENT COCK 4230 MATHERandPLATT 150or200DST,END CVR 2754 MATHERandPLATT 150or200DST,END CVR 2751 MATH",` 2050851.80,L1,,
217,GEM/2025/B/6451246,,,,,,,
215,GEM/2025/B/6384252,1,DSS IMAGETECH PRIVATE LIMITED Under PMA,Item Categories : RTPCR for Milk Testing,` 6271464.00,L1,,
215,GEM/2025/B/6384252,,,,,,,
219,GEM/2025/B/6465918,1,PAVAN ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : Drum MFP M426225D,PCR Roller,RAM DDR 8 GB,Processor i3 4th Gen,Bty 12V 7AH",` 13275.00,L1,,
219,GEM/2025/B/6465918,2,BALAJI ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : Drum MFP M426225D,PCR Roller,RAM DDR 8 GB,Processor i3 4th Gen,Bty 12V 7AH",` 13790.00,L2,,
219,GEM/2025/B/6465918,3,SRI SAI SURYA ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : Drum MFP M426225D,PCR Roller,RAM DDR 8 GB,Processor i3 4th Gen,Bty 12V 7AH",` 14160.00,L3,,
219,GEM/2025/B/6465918,,,,,,,
141,GEM/2025/B/6751856,1,AB Scientific Enterprises Under PMA,Item Categories : Human Identification - DNA Kit Autosomal STR (Forensic use),` 871500.00,L1,,
141,GEM/2025/B/6751856,2,MyGene Life Solutions LLP ( MSE Social Category:General ) Under PMA,Item Categories : Human Identification - DNA Kit Autosomal STR (Forensic use),` 1976000.00,L2,,
141,GEM/2025/B/6751856,3,LABOSYS INSTRUMENTS INDIA PRIVATE LIMITED ( MSE Social Category:OBC ) Under PMA,Item Categories : Human Identification - DNA Kit Autosomal STR (Forensic use),` 4200000.00,L3,,
141,GEM/2025/B/6751856,,,,,,,
143,GEM/2025/B/6711584,1,GENETIX BIOTECH ASIA LIMITED (MII) Under PMA,"Item Categories : Water Nuclease free 30ml,Gene Ruler 100bpDNA ladder ready to use 50ug,50XTAE buffer 1Lt,Gene Ruler",` 171121.99,L1,,
143,GEM/2025/B/6711584,,,,,,,
144,GEM/2025/B/6702242,1,VISION SCIENTIFIC (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : EmeraldAmpR GT PCR Master Mix,NucleoSpin Gel and PCR Clean up 250,NucleoSpin R RNA Plant and fungi,",` 164185.00,L1,,
144,GEM/2025/B/6702242,,,,,,,
149,GEM/2025/B/6691488,1,BIOGENICS LIFECARE (MII) Under PMA,"Item Categories : QIAamp ccfDNA RNA kit 50,QuantiFERON TB Gold plus Blood collection tubes,Magattract HMW DNA kit 48,",` 244415.79,L1,,
149,GEM/2025/B/6691488,,,,,,,
148,GEM/2025/B/6705711,1,VIGNAHAR LAB SOLUTIONS Under PMA,Item Categories : DNA Blood Mini Kit,` 35730.00,L1,,
148,GEM/2025/B/6705711,2,NUMEX CHEMICAL CORPORATION Under PMA,Item Categories : DNA Blood Mini Kit,` 38200.00,L2,,
148,GEM/2025/B/6705711,3,VIRION ENTERPRISES Under PMA,Item Categories : DNA Blood Mini Kit,` 51520.00,L3,,
148,GEM/2025/B/6705711,,,,,,,
147,GEM/2025/B/6695151,1,AKSHAYA ASSOCIATES (MII) Under PMA,"Item Categories : TRI reagent,50x TAE Buffer,5X TBE,1 X TE buffer Ph 8,Proteinase K 20m lml,RNase A 10mg ml,Carmine T",` 139198.00,L1,,
147,GEM/2025/B/6695151,,,,,,,
146,GEM/2025/B/6664366,1,NUMEX CHEMICAL CORPORATION Under PMA,Item Categories : Transcriptor High Fidelity cDNA synthesis kit,` 278348.00,L1,,
146,GEM/2025/B/6664366,2,KAIZEN AUTOMATION Under PMA,Item Categories : Transcriptor High Fidelity cDNA synthesis kit,` 316794.40,L2,,
146,GEM/2025/B/6664366,3,GENERAL TRADING CORPORATION Under PMA,Item Categories : Transcriptor High Fidelity cDNA synthesis kit,` 343996.00,L3,,
146,GEM/2025/B/6664366,4,PROFESSIONAL INDUSTRIAL ENGINEERING CO Under PMA,Item Categories : Transcriptor High Fidelity cDNA synthesis kit,` 470400.00,L4,,
146,GEM/2025/B/6664366,,,,,,,
150,GEM/2025/B/6691404,1,ILLUME GENE INDIA LLP (MII) Under PMA,"Item Categories : En Gen Lba Cas12a Cpf1 70 Pmol,Phusion High Fidelity DNA Polymerase,Monarch Spin gDNA Extraction ki",` 179934.06,L1,,
150,GEM/2025/B/6691404,,,,,,,
145,GEM/2025/B/6743295,1,"SUNIL PHARMACY (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Nylon 3 zero cutting body pack of 12,Tab Rosuvastatin 10 mg,Enoxaparin 60 mg per zero point 6ml Inj",` 47450.00,L1,,
145,GEM/2025/B/6743295,2,"SREE BALAJI MEDICAL DISTRIBUTORS (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Nylon 3 zero cutting body pack of 12,Tab Rosuvastatin 10 mg,Enoxaparin 60 mg per zero point 6ml Inj",` 49993.00,L2,,
145,GEM/2025/B/6743295,3,"NIRMAL MEDICAL HALL (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Nylon 3 zero cutting body pack of 12,Tab Rosuvastatin 10 mg,Enoxaparin 60 mg per zero point 6ml Inj",` 51025.40,L3,,
145,GEM/2025/B/6743295,4,"Shree Shyam Healthcare (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Nylon 3 zero cutting body pack of 12,Tab Rosuvastatin 10 mg,Enoxaparin 60 mg per zero point 6ml Inj",` 55940.00,L4,,
145,GEM/2025/B/6743295,,,,,,,
142,GEM/2025/B/6735554,1,"ABHISHEK (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : CDNA SYNTHESIS KIT,SAMPLE PROTECTOR FOR DNA AND RNA,MOLECULAR BIOLOGY GRADE WATER,RECOMBINANT DNASE",` 50906.90,L1,,
142,GEM/2025/B/6735554,2,"SB Biochem (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : CDNA SYNTHESIS KIT,SAMPLE PROTECTOR FOR DNA AND RNA,MOLECULAR BIOLOGY GRADE WATER,RECOMBINANT DNASE",` 55293.00,L2,,
142,GEM/2025/B/6735554,3,SUPERWORTH BIODISCOVERIES PRIVATE LIMITED (MII) Under PMA,"Item Categories : CDNA SYNTHESIS KIT,SAMPLE PROTECTOR FOR DNA AND RNA,MOLECULAR BIOLOGY GRADE WATER,RECOMBINANT DNASE",` 78946.01,L3,,
142,GEM/2025/B/6735554,,,,,,,
217,GEM/2025/B/6898250,1,SRISHTI PHARMACHEM (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : ABORHDFORWARDGROUPCONFIRMATION MATRIX GEL SYSTEM CARD,AHG COOMBS TEST CARD MATRIX GEL SYSTEM,Sodium",` 42707.70,L1,,
217,GEM/2025/B/6898250,2,SABIOTE HEALTHCARE PRIVATE LIMITED (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : ABORHDFORWARDGROUPCONFIRMATION MATRIX GEL SYSTEM CARD,AHG COOMBS TEST CARD MATRIX GEL SYSTEM,Sodium",` 337100.64,L2,,
217,GEM/2025/B/6898250,,,,,,,
215,GEM/2025/B/6912323,1,"UTTAM ENTERPRISE (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Display system LED for technical training,Adapter,Remote pencil cell,Nut bolts,Plastic cover of dis",` 25000.00,L1,,
215,GEM/2025/B/6912323,2,"ARMY STORES (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Display system LED for technical training,Adapter,Remote pencil cell,Nut bolts,Plastic cover of dis",` 25341.00,L2,,
215,GEM/2025/B/6912323,3,"SUN TRADERS (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Display system LED for technical training,Adapter,Remote pencil cell,Nut bolts,Plastic cover of dis",` 26350.00,L3,,
215,GEM/2025/B/6912323,,,,,,,
218,GEM/2025/B/6911730,1,"MAHALUXMI ENTERPRISES. (MSE,MII) ( MSE Social Category:SC ) Under PMA","Item Categories : AIR DRYER ASSY,CLUTCH PLATE ASSY,FUEL FILTER ASSY,RELAY 12V 5 PIN,RELAY 12V 4 PIN,WHEEL CYLINDER AS",` 55995.00,L1,,
218,GEM/2025/B/6911730,2,"TRADE ASIA (MSE,MII) ( MSE Social Category:SC ) Under PMA","Item Categories : AIR DRYER ASSY,CLUTCH PLATE ASSY,FUEL FILTER ASSY,RELAY 12V 5 PIN,RELAY 12V 4 PIN,WHEEL CYLINDER AS",` 56499.00,L2,,
218,GEM/2025/B/6911730,3,"NEW BHARAT ENTERPRISE (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : AIR DRYER ASSY,CLUTCH PLATE ASSY,FUEL FILTER ASSY,RELAY 12V 5 PIN,RELAY 12V 4 PIN,WHEEL CYLINDER AS",` 56915.00,L3,,
218,GEM/2025/B/6911730,,,,,,,
213,GEM/2025/B/6912608,1,BALAJI ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : BRG END BRG CELL,MAIN CELL,FUEL PUMP,CAPATOR,BRUSH CARRIER",` 22945.00,L1,,
213,GEM/2025/B/6912608,2,UNIVERSAL SALES INDIA ( MSE Social Category:General ) Under PMA,"Item Categories : BRG END BRG CELL,MAIN CELL,FUEL PUMP,CAPATOR,BRUSH CARRIER",` 28040.00,L2,,
213,GEM/2025/B/6912608,3,kundan auto electricals ( MSE Social Category:General ) Under PMA,"Item Categories : BRG END BRG CELL,MAIN CELL,FUEL PUMP,CAPATOR,BRUSH CARRIER",` 36206.00,L3,,
213,GEM/2025/B/6912608,,,,,,,
216,GEM/2025/B/6912219,1,SUN TRADERS (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Controller for simulator,UPS for simulator,Cell for simulator remote,Cover for simulator remote,USB",` 11500.00,L1,,
216,GEM/2025/B/6912219,2,UTTAM ENTERPRISE (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Controller for simulator,UPS for simulator,Cell for simulator remote,Cover for simulator remote,USB",` 11970.00,L2,,
216,GEM/2025/B/6912219,3,ARMY STORES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Controller for simulator,UPS for simulator,Cell for simulator remote,Cover for simulator remote,USB",` 12440.00,L3,,
216,GEM/2025/B/6912219,,,,,,,
212,GEM/2025/B/6912624,1,CHANSON MART PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,"Item Categories : Self Adhesive flags Size 15 X 75 mm,Sticky note pad size 75 X 75 mm,Whiteboard marker,CD marker Red",` 47363.00,L1,,
212,GEM/2025/B/6912624,2,LAXMINARAYAN & COMPANY ( MSE Social Category:General ) Under PMA,"Item Categories : Self Adhesive flags Size 15 X 75 mm,Sticky note pad size 75 X 75 mm,Whiteboard marker,CD marker Red",` 55932.30,L2,,
212,GEM/2025/B/6912624,3,HILLS STATIONERS & PRINTERS ( MSE Social Category:General ) Under PMA,"Item Categories : Self Adhesive flags Size 15 X 75 mm,Sticky note pad size 75 X 75 mm,Whiteboard marker,CD marker Red",` 59762.20,L3,,
212,GEM/2025/B/6912624,4,A-Z OFFICE SUPPLIERS ( MSE Social Category:General ) Under PMA,"Item Categories : Self Adhesive flags Size 15 X 75 mm,Sticky note pad size 75 X 75 mm,Whiteboard marker,CD marker Red",` 59890.85,L4,,
212,GEM/2025/B/6912624,5,S S S ENTERPRISES Under PMA,"Item Categories : Self Adhesive flags Size 15 X 75 mm,Sticky note pad size 75 X 75 mm,Whiteboard marker,CD marker Red",` 59936.00,L5,,
212,GEM/2025/B/6912624,6,ASHOK ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : Self Adhesive flags Size 15 X 75 mm,Sticky note pad size 75 X 75 mm,Whiteboard marker,CD marker Red",` 60175.00,L6,,
212,GEM/2025/B/6912624,7,DITHYA HYGIENECARE PRIVATE LIMITED ( MSE Social Category:SC ) Under PMA,"Item Categories : Self Adhesive flags Size 15 X 75 mm,Sticky note pad size 75 X 75 mm,Whiteboard marker,CD marker Red",` 64578.30,L7,,
212,GEM/2025/B/6912624,8,DJ ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : Self Adhesive flags Size 15 X 75 mm,Sticky note pad size 75 X 75 mm,Whiteboard marker,CD marker Red",` 65000.00,L8,,
212,GEM/2025/B/6912624,9,JAYALAKSHMI ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : Self Adhesive flags Size 15 X 75 mm,Sticky note pad size 75 X 75 mm,Whiteboard marker,CD marker Red",` 69070.00,L9,,
212,GEM/2025/B/6912624,10,SAMIR BOOK STALL ( MSE Social Category:General ) Under PMA,"Item Categories : Self Adhesive flags Size 15 X 75 mm,Sticky note pad size 75 X 75 mm,Whiteboard marker,CD marker Red",` 69220.00,L10,,
212,GEM/2025/B/6912624,11,AADITYA ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : Self Adhesive flags Size 15 X 75 mm,Sticky note pad size 75 X 75 mm,Whiteboard marker,CD marker Red",` 74558.70,L11,,
212,GEM/2025/B/6912624,12,ESS KAY HOME CARE ( MSE Social Category:General ) Under PMA,"Item Categories : Self Adhesive flags Size 15 X 75 mm,Sticky note pad size 75 X 75 mm,Whiteboard marker,CD marker Red",` 104760.00,L12,,
212,GEM/2025/B/6912624,,,,,,,
214,GEM/2025/B/6916879,1,CHANSON MART PRIVATE LIMITED (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Blue Ball Pen,Binder Clip Two Hinged Wire Handles,Self Adhesive flag,Steel Dust Bin,Glue Stick 15 g",` 102318.50,L1,Qualified,
214,GEM/2025/B/6916879,2,VSM ADVANCE AUTOMATION PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,"Item Categories : Blue Ball Pen,Binder Clip Two Hinged Wire Handles,Self Adhesive flag,Steel Dust Bin,Glue Stick 15 g",` 112703.30,L2,Not Evaluated,
214,GEM/2025/B/6916879,3,SAMIR BOOK STALL ( MSE Social Category:General ) Under PMA,"Item Categories : Blue Ball Pen,Binder Clip Two Hinged Wire Handles,Self Adhesive flag,Steel Dust Bin,Glue Stick 15 g",` 136799.00,L3,Not Evaluated,
214,GEM/2025/B/6916879,4,EUROINDZ INDUSTRIES ( MSE Social Category:General ) Under PMA,"Item Categories : Blue Ball Pen,Binder Clip Two Hinged Wire Handles,Self Adhesive flag,Steel Dust Bin,Glue Stick 15 g",` 136967.00,L4,Not Evaluated,
214,GEM/2025/B/6916879,5,BISHT CONSTRUCTION COMPANY ( MSE Social Category:OBC ) Under PMA,"Item Categories : Blue Ball Pen,Binder Clip Two Hinged Wire Handles,Self Adhesive flag,Steel Dust Bin,Glue Stick 15 g",` 137565.00,L5,Not Evaluated,
214,GEM/2025/B/6916879,6,GENERAL SUPPLY AGENCY ( MSE Social Category:General ) Under PMA,"Item Categories : Blue Ball Pen,Binder Clip Two Hinged Wire Handles,Self Adhesive flag,Steel Dust Bin,Glue Stick 15 g",` 139008.25,L6,Not Evaluated,
214,GEM/2025/B/6916879,7,M/S MAKMONI ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : Blue Ball Pen,Binder Clip Two Hinged Wire Handles,Self Adhesive flag,Steel Dust Bin,Glue Stick 15 g",` 153817.00,L7,Not Evaluated,
214,GEM/2025/B/6916879,8,Insight Saket Enterprises ( MSE Social Category:General ) Under PMA,"Item Categories : Blue Ball Pen,Binder Clip Two Hinged Wire Handles,Self Adhesive flag,Steel Dust Bin,Glue Stick 15 g",` 162210.00,L8,Not Evaluated,
214,GEM/2025/B/6916879,9,HILLS STATIONERS & PRINTERS ( MSE Social Category:General ) Under PMA,"Item Categories : Blue Ball Pen,Binder Clip Two Hinged Wire Handles,Self Adhesive flag,Steel Dust Bin,Glue Stick 15 g",` 172072.20,L9,Not Evaluated,
214,GEM/2025/B/6916879,10,Tavish Associates ( MSE Social Category:General ) Under PMA,"Item Categories : Blue Ball Pen,Binder Clip Two Hinged Wire Handles,Self Adhesive flag,Steel Dust Bin,Glue Stick 15 g",` 177611.00,L10,Not Evaluated,
214,GEM/2025/B/6916879,11,ESS KAY HOME CARE ( MSE Social Category:General ) Under PMA,"Item Categories : Blue Ball Pen,Binder Clip Two Hinged Wire Handles,Self Adhesive flag,Steel Dust Bin,Glue Stick 15 g",` 193968.00,L11,Not Evaluated,
214,GEM/2025/B/6916879,12,SHIV SHAKTI ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : Blue Ball Pen,Binder Clip Two Hinged Wire Handles,Self Adhesive flag,Steel Dust Bin,Glue Stick 15 g",` 212317.79,L12,Not Evaluated,
214,GEM/2025/B/6916879,13,ASR INDUSTRIES ( MSE Social Category:General ) Under PMA,"Item Categories : Blue Ball Pen,Binder Clip Two Hinged Wire Handles,Self Adhesive flag,Steel Dust Bin,Glue Stick 15 g",` 214102.47,L13,Not Evaluated,
211,GEM/2025/B/6892545,1,"FASTCARE PHARMA (MSE,MII) ( MSE Social Category:OBC ) Under PMA","Item Categories : Antispasmodic Tab containing Mefenamic Acid 250 mg Dicyclomine HCl 10 mg,Bacillus Clausii 2 billion",` 1174900.96,L1,,
211,GEM/2025/B/6892545,2,"HARSHITA HEALTHCARE (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Antispasmodic Tab containing Mefenamic Acid 250 mg Dicyclomine HCl 10 mg,Bacillus Clausii 2 billion",` 1842520.25,L2,,
211,GEM/2025/B/6892545,3,"SHREE RADHEY DISTRIBUTOR (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Antispasmodic Tab containing Mefenamic Acid 250 mg Dicyclomine HCl 10 mg,Bacillus Clausii 2 billion",` 1914445.75,L3,,
211,GEM/2025/B/6892545,,,,,,,
206,GEM/2025/B/6336114,1,TAPS HEALTHCARE PRIVATE LIMITED (MII) Under PMA,Item Categories : Fully Automatic Biochemistry Analyzer (V2),` 784099.72,L1,,
206,GEM/2025/B/6336114,2,FORTUNE BIOMEDICALS (MII) Under PMA,Item Categories : Fully Automatic Biochemistry Analyzer (V2),` 914853.07,L2,,
206,GEM/2025/B/6336114,3,MERIL DIAGNOSTICS PRIVATE LIMITED (MII) Under PMA,Item Categories : Fully Automatic Biochemistry Analyzer (V2),` 947880.72,L3,,
206,GEM/2025/B/6336114,,,,,,,
205,GEM/2025/B/6499582,1,TRANSASIA BIO-MEDICALS LIMITED Under PMA,Item Categories : Custom Bid for Services - AMC of 1No Fully automated Biochemistry Analyser Model EM 360 at Main Hos,` 118613.60,L1,,
205,GEM/2025/B/6499582,,,,,,,
204,GEM/2025/B/6499042,1,SURANA ENTERPRISES (MII) Under PMA,"Item Categories : 1700309904,1700309902,1700309903,1700309901,1700309900,1700309899,1700309898,1700309897,1700309896,",` 1258642.00,L1,,
204,GEM/2025/B/6499042,,,,,,,
207,GEM/2025/B/6470030,1,KRISHIV INDUSTRIAL AND AGRICULTURE EQUIPMENTS ( MSE Social Category:General ) Under PMA,Item Categories : Activity Based Educational Kits for Chemistry,` 3387600.00,L1,,
207,GEM/2025/B/6470030,2,ALPHA COMPUTERS Under PMA,Item Categories : Activity Based Educational Kits for Chemistry,` 3492000.00,L2,,
207,GEM/2025/B/6470030,,,,,,,
202,GEM/2025/B/6474353,1,M/S KHUNKHAR PHARMALAB (MII) Under PMA,Item Categories : Glucose estimation kit GOD minus POD system pack R1 10 x44 ml compatible with Erba XL 300 biochemis,` 872114.00,L1,,
202,GEM/2025/B/6474353,,,,,,,
209,GEM/2025/B/6375011,1,SHREE BALAJI ENTERPRISE Under PMA,"Item Categories : Glucose reagent system pack,Blood Urea Reagent System Pack,Serum Creatinine Reagent System Pack,Uri",` 443841.00,L1,Qualified,
209,GEM/2025/B/6375011,2,m r bio-surgichem Under PMA,"Item Categories : Glucose reagent system pack,Blood Urea Reagent System Pack,Serum Creatinine Reagent System Pack,Uri",` 466036.00,L2,Not Evaluated,
209,GEM/2025/B/6375011,3,Jay Distributors Under PMA,"Item Categories : Glucose reagent system pack,Blood Urea Reagent System Pack,Serum Creatinine Reagent System Pack,Uri",` 479340.00,L3,Not Evaluated,
